Region_ID,Region_name,Region_class,Process_ID,Sv_mean,Sv_max,Height_mean,Depth_mean,Ping_M,Dist_M,Date_S,Time_S,Date_E,Time_E,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,Program_version,EV_filename,Uncorrected_length,Uncorrected_thickness,Uncorrected_perimeter,Uncorrected_area,Standard_deviation,Corrected_length,Corrected_thickness,Corrected_perimeter,Corrected_area,Horizontal_roughness_coefficient,Vertical_roughness_coefficient,ABC,Area_Backscatter_Strength,Thickness_mean,Frequency,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
5815,"Region 5815","Krill Schools 120",716,-75.010495,-66.633593,4.274744,16.125024,1240,3803.904402,20231128, 22:32:52.0010,20231128, 22:33:40.0011,20231128, 22:33:16.0010,-63.01738942,-62.16035798,-63.01740028,-62.16013271,-63.01739391,-62.16028851,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",14.592617,6.896050,42.590063,57.460615,0.00000004294498,-9999.000000,6.146050,-9999.000000,-9999.000000,0.00000015308221,0.00000004638416,0.00000013485302,-68.7013930783,4.274744,70.000000,16.382343,1.335221,0.867925,11.786325,0.084844
5816,"Region 5816","Krill Schools 120",716,-59.636338,-48.665491,7.299328,31.112101,1836,4971.486444,20231128, 23:56:06.0010,20231128, 23:56:54.0011,20231128, 23:56:30.0011,-63.02074845,-62.13924542,-63.02075840,-62.13907119,-63.02075356,-62.13915586,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",10.020050,13.429150,46.847088,73.261264,0.00000218289627,-9999.000000,12.679150,-9999.000000,-9999.000000,0.00000788259752,0.00000331394828,0.00000793686687,-51.0035090444,7.299328,70.000000,32.483148,8.302372,1.000000,13.117803,0.076232
5817,"Region 5817","Krill Schools 120",716,-54.745963,-41.820578,4.101335,163.984878,1892,5033.745094,20231129, 00:01:42.0011,20231129, 00:02:36.0010,20231129, 00:02:06.0011,-63.02081817,-62.13802439,-63.02082935,-62.13782868,-63.02082322,-62.13793594,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",11.114909,13.066200,52.784833,45.922023,0.00000844265314,-9999.000000,12.316200,-9999.000000,-9999.000000,0.00004374356614,0.00002379239713,0.00001375083095,-48.6167105713,4.101335,70.000000,162.566520,10.176266,1.000000,5.630005,0.177620
5818,"Region 5818","Krill Schools 120",716,-59.368127,-48.563936,21.797164,40.939932,2262,5430.636218,20231129, 00:52:05.0011,20231129, 00:53:47.0010,20231129, 00:52:53.0011,-63.02133834,-62.13064499,-63.02141089,-62.13040045,-63.02137516,-62.13050963,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",15.625999,39.561550,113.652120,332.957756,0.00000171275136,-9999.000000,38.811550,-9999.000000,-9999.000000,0.00000463609408,0.00000224338248,0.00002521083850,-45.9841270972,21.797164,70.000000,40.127555,62.737994,1.000000,122.960743,0.008133
5819,"Region 5819","Krill Schools 120",716,-69.801852,-62.174313,3.193960,72.941952,8906,14557.938541,20231129, 12:58:52.0011,20231129, 12:59:16.0010,20231129, 12:59:04.0011,-63.03755451,-61.98312637,-63.03759114,-61.98296337,-63.03757291,-61.98304448,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",11.496741,3.629500,30.244398,36.759406,0.00000015285709,-9999.000000,2.879500,-9999.000000,-9999.000000,0.00000034597672,0.00000021912904,0.00000033430605,-64.7585576037,3.193960,70.000000,73.031808,0.614659,1.000000,5.177794,0.193132
5820,"Region 5820","Krill Schools 120",716,-68.437799,-64.202747,2.177700,87.032385,8905,14555.501158,20231129, 12:58:52.0011,20231129, 12:59:10.0011,20231129, 12:58:58.0011,-63.03755451,-61.98312637,-63.03758202,-61.98300395,-63.03756321,-61.98308764,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",9.204700,2.540650,23.499419,20.007047,0.00000011973011,-9999.000000,1.790650,-9999.000000,-9999.000000,0.00000000729076,0.00000008863334,0.00000031204565,-65.0578187149,2.177700,70.000000,86.823006,0.320452,1.000000,5.218898,0.191611
5821,"Region 5821","Krill Schools 120",716,-76.892651,-71.024912,3.448025,36.103974,10427,18010.992990,20231129, 15:30:58.0011,20231129, 15:31:28.0010,20231129, 15:31:10.0010,-63.05130005,-61.92196307,-63.05134567,-61.92176005,-63.05131826,-61.92188206,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",51.526511,4.718350,74.698326,170.820281,0.00000001984438,-9999.000000,3.968350,-9999.000000,-9999.000000,0.00000002534538,0.00000002042156,0.00000007051887,-71.5169466421,3.448025,70.000000,36.366456,1.199080,0.947368,10.186573,0.098168
5822,"Region 5822","Krill Schools 120",716,-71.263848,-62.201554,6.170150,56.095346,13101,26358.743963,20231129, 20:41:04.0011,20231129, 20:41:22.0011,20231129, 20:41:10.0011,-63.08604333,-61.77878543,-63.08602903,-61.77864865,-63.08602963,-61.77874425,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",10.136910,8.347850,46.708441,63.778537,0.00000012683896,-9999.000000,7.597850,-9999.000000,-9999.000000,0.00000043500135,0.00000026931408,0.00000046122301,-63.3608903616,6.170150,70.000000,55.983017,3.854489,0.735294,4.748621,0.210587
5823,"Region 5823","Krill Schools 120",716,-77.402548,-72.855658,2.177700,69.988858,13101,26358.743963,20231129, 20:41:04.0011,20231129, 20:41:16.0011,20231129, 20:41:10.0011,-63.08604333,-61.77878543,-63.08602940,-61.77870175,-63.08602963,-61.77874425,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",7.812179,2.177700,19.509449,17.012582,0.00000001341411,-9999.000000,1.427700,-9999.000000,-9999.000000,0.00000003383682,0.00000000713824,0.00000003960439,-74.0225671919,2.177700,70.000000,69.824210,0.381754,0.666667,2.906106,0.344103
5824,"Region 5824","Krill Schools 120",716,-77.347749,-71.316007,4.718350,76.703433,13101,26358.743963,20231129, 20:41:04.0011,20231129, 20:41:16.0011,20231129, 20:41:10.0011,-63.08604333,-61.77878543,-63.08602940,-61.77870175,-63.08602963,-61.77874425,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",7.812179,4.718350,24.590749,36.860593,0.00000001838972,-9999.000000,3.968350,-9999.000000,-9999.000000,0.00000004708568,0.00000002960994,0.00000008689910,-70.6098470698,4.718350,70.000000,76.408856,2.157751,0.666667,4.817927,0.207558
5825,"Region 5825","Krill Schools 120",716,-58.508944,-45.018903,3.024583,55.617490,13123,26385.044393,20231129, 20:42:40.0010,20231129, 20:44:04.0011,20231129, 20:43:22.0010,-63.08610530,-61.77857617,-63.08622334,-61.77858185,-63.08616362,-61.77857897,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",14.110027,4.355400,38.342580,42.498583,0.00000368374917,-9999.000000,3.605400,-9999.000000,-9999.000000,0.00002535302250,0.00000855089472,0.00000426354827,-53.7022881624,3.024583,70.000000,55.304977,0.382142,1.000000,5.835546,0.171364
5826,"Region 5826","Krill Schools 120",716,-57.592792,-42.530046,4.491506,46.249545,13607,27025.405880,20231129, 21:40:21.0011,20231129, 21:43:27.0011,20231129, 21:41:51.0011,-63.08895666,-61.77461166,-63.08901075,-61.77453490,-63.08895206,-61.77448074,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",21.938749,14.155050,78.709426,95.624058,0.00000536373338,-9999.000000,13.405050,-9999.000000,-9999.000000,0.00003350230915,0.00001132789746,0.00000781830774,-51.0688723883,4.491506,70.000000,47.894942,2.613797,0.974747,13.380510,0.074736
