Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
695,255,1,-88.155193,16.423465,-83.202645,249.167999,124.6768,20050311, 23:18:10.0000,-62.83323333,-60.10179158,-62.8332,-60.09810348,-62.83321667,-60.09996545,3.81042E-07
695,256,1,-88.145115,16.461622,-82.825079,249.167999,124.6768,20050311, 23:19:10.0000,-62.83316667,-60.09625348,-62.83313333,-60.09257015,-62.83315,-60.0943932,3.81927E-07
695,257,1,-87.75153,18.023168,-82.51412,249.167999,124.6768,20050311, 23:19:50.0000,-62.83311667,-60.09076461,-62.8331,-60.08890348,-62.83311667,-60.09076461,4.18157E-07
695,258,1,-87.522499,18.999153,-82.203757,249.167999,124.6768,20050311, 23:20:50.0000,-62.83308333,-60.08703682,-62.83305,-60.08333682,-62.83306667,-60.08518682,4.40801E-07
695,259,1,-87.620817,18.573869,-82.395329,249.167999,124.6768,20050311, 23:21:50.0000,-62.83303971,-60.08150986,-62.833,-60.07780224,-62.83301667,-60.07964489,4.30934E-07
695,260,1,-87.4716,19.223129,-81.723699,249.167999,124.6768,20050311, 23:22:30.0000,-62.83298333,-60.07597517,-62.83298333,-60.07410224,-62.83298333,-60.07597517,4.45997E-07
695,261,1,-87.4225,19.441693,-82.077745,249.167999,124.6768,20050311, 23:23:30.0000,-62.83298333,-60.07225288,-62.83298333,-60.06855288,-62.83298333,-60.07039391,4.51068E-07
695,262,1,-87.098886,20.945728,-80.569442,249.167999,124.6768,20050311, 23:24:30.0000,-62.83298333,-60.06672046,-62.83298333,-60.06305597,-62.83298333,-60.06488747,4.85963E-07
695,263,1,-87.925971,17.313585,-81.401582,249.167999,124.6768,20050311, 23:25:10.0000,-62.833,-60.06120944,-62.83298973,-60.0593704,-62.833,-60.06120944,4.01694E-07
695,264,1,-88.660959,14.618009,-83.596782,249.167999,124.6768,20050311, 23:26:10.0000,-62.833,-60.057555,-62.83298333,-60.05388414,-62.83298333,-60.05570294,3.39154E-07
