Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
698,1,1,-86.929467,21.787459,-70.339227,249.265055,124.72552,20060312, 23:14:50.0000,999,999,-62.27076667,-60.78556667,-62.26985,-60.78661667,5.05493E-07
698,2,1,-84.922593,34.585491,-69.152906,249.265055,124.72552,20060312, 23:18:30.0000,-62.27095,-60.7853,-62.27276667,-60.78323333,-62.27185,-60.78423333,8.02421E-07
698,3,1,-80.310345,100.027341,-64.123079,249.265055,124.72552,20060312, 23:21:50.0000,-62.27293333,-60.78305,-62.27458333,-60.78106667,-62.27363333,-60.78215,2.32074E-06
698,4,1,-80.918261,86.961525,-64.364367,249.265055,124.72552,20060312, 23:25:10.0000,-62.27476667,-60.78085,-62.27643333,-60.77895,-62.27551667,-60.78,2.0176E-06
698,5,1,-78.194341,162.824265,-63.13455,249.265055,124.72552,20060312, 23:28:50.0000,-62.2766,-60.77875,-62.27833333,-60.77661667,-62.27746667,-60.77766667,3.7777E-06
698,6,1,-74.063477,421.507691,-57.956432,249.265055,124.72552,20060312, 23:32:30.0000,-62.2785,-60.77645,-62.28018333,-60.77441667,-62.27936667,-60.7754,9.77943E-06
698,7,1,-75.677543,290.669146,-56.620097,249.265055,124.72552,20060312, 23:36:10.0000,-62.28036667,-60.7742,-62.2821,-60.77195,-62.28123333,-60.77303333,6.74384E-06
698,8,1,-83.985332,42.916083,-64.233428,249.265055,124.72552,20060312, 23:39:30.0000,-62.28228333,-60.77171667,-62.2839,-60.76958333,-62.28301667,-60.77073333,9.95699E-07
698,9,1,-75.790375,283.214643,-57.967535,249.265055,124.72552,20060312, 23:43:10.0000,-62.2841,-60.76935,-62.28578333,-60.76723333,-62.28501667,-60.76826667,6.57089E-06
698,10,1,-76.860792,221.347217,-59.795811,249.265055,124.72552,20060312, 23:46:30.0000,-62.28593333,-60.76703333,-62.28748333,-60.76481667,-62.28661667,-60.7661,5.13549E-06
