Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
690,1,1,-91.31411,7.961975,-77.863731,250,125,20040307, 23:04:10.0000,-62.9998,-61.7123466,-62.9998,-61.70990197,-62.9998,-61.7123466,1.84726E-07
690,2,1,-90.903639,8.751206,-79.857701,250,125,20040307, 23:04:50.0000,-62.9998,-61.70743974,-62.9998,-61.70501264,-62.9998,-61.70743974,2.03037E-07
690,3,1,-91.881131,6.98745,-80.761705,250,125,20040307, 23:05:30.0000,-62.99978333,-61.70256863,-62.99975,-61.70011098,-62.99978333,-61.70256863,1.62116E-07
690,4,1,-93.060861,5.325321,-78.574834,250,125,20040307, 23:06:10.0000,-62.99973333,-61.69766691,-62.99971667,-61.69522764,-62.99973333,-61.69766691,1.23553E-07
690,5,1,-95.433379,3.083855,-85.84875,250,125,20040307, 23:06:50.0000,-62.99971667,-61.69281176,-62.99971667,-61.69037721,-62.99971667,-61.69281176,7.15488E-08
690,6,1,-95.593909,2.971946,-85.452796,250,125,20040307, 23:07:30.0000,-62.9997,-61.6879302,-62.99968333,-61.68552721,-62.9997,-61.6879302,6.89524E-08
690,7,1,-94.539204,3.788885,-83.262018,250,125,20040307, 23:08:10.0000,-62.99966667,-61.68307721,-62.99965,-61.68064022,-62.99966667,-61.68307721,8.79062E-08
690,8,1,-97.33669,1.989587,-85.104781,250,125,20040307, 23:08:50.0000,-62.99963333,-61.67819984,-62.99963333,-61.67577721,-62.99963333,-61.67819984,4.61606E-08
690,9,1,-96.105648,2.6416,-86.94641,250,125,20040307, 23:09:30.0000,-62.9996,-61.67333317,-62.99956667,-61.67088317,-62.9996,-61.67333317,6.1288E-08
690,10,1,-94.686396,3.662624,-86.978176,250,125,20040307, 23:10:10.0000,-62.99955,-61.66844984,-62.99954404,-61.66601054,-62.99955,-61.66844984,8.49768E-08
690,11,1,-96.703282,2.301991,-86.196621,250,125,20040307, 23:10:50.0000,-62.99953333,-61.66354466,-62.99951667,-61.6611165,-62.99953333,-61.66354466,5.34087E-08
690,12,1,-96.194126,2.588328,-84.331424,250,125,20040307, 23:11:30.0000,-62.9995,-61.65869984,-62.99948333,-61.65628317,-62.9995,-61.65869984,6.0052E-08
690,13,1,-92.787062,5.671862,-79.113261,250,125,20040307, 23:12:10.0000,-62.99946667,-61.6538665,-62.99946667,-61.65144387,-62.99946667,-61.6538665,1.31593E-07
690,14,1,-91.690711,7.300637,-80.482718,250,125,20040307, 23:12:50.0000,-62.99946667,-61.64902721,-62.99945,-61.64657721,-62.99946667,-61.64902721,1.69383E-07
690,15,1,-88.526336,15.128583,-80.027824,250,125,20040307, 23:13:30.0000,-62.99943333,-61.64415689,-62.99941667,-61.6417165,-62.99943333,-61.64415689,3.50999E-07
690,16,1,-91.674877,7.327303,-82.299908,250,125,20040307, 23:14:10.0000,-62.9994107,-61.63924984,-62.99938333,-61.63679984,-62.9994107,-61.63924984,1.70001E-07
690,17,1,-92.594105,5.929545,-83.67636,250,125,20040307, 23:14:50.0000,-62.99936667,-61.63432721,-62.99935,-61.6319165,-62.99936667,-61.63432721,1.37572E-07
690,18,1,-94.680683,3.667444,-84.395309,250,125,20040307, 23:15:30.0000,-62.99931667,-61.62947642,-62.99928333,-61.62699309,-62.99931667,-61.62947642,8.50887E-08
690,19,1,-92.850855,5.589157,-83.462805,250,125,20040307, 23:16:10.0000,-62.99925,-61.62453244,-62.99923333,-61.62208325,-62.99925,-61.62453244,1.29674E-07
690,20,1,-92.580882,5.947625,-82.817198,250,125,20040307, 23:16:50.0000,-62.9992,-61.61964309,-62.99918333,-61.61720976,-62.9992,-61.61964309,1.37991E-07
690,21,1,-93.904941,4.384678,-83.596911,250,125,20040307, 23:17:30.0000,-62.99915,-61.61476235,-62.99911065,-61.61234911,-62.99915,-61.61476235,1.01729E-07
690,22,1,-94.265486,4.035369,-83.583375,250,125,20040307, 23:18:10.0000,-62.99906667,-61.60995976,-62.99903333,-61.60756154,-62.99906667,-61.60995976,9.36249E-08
690,23,1,-93.724388,4.570809,-83.505954,250,125,20040307, 23:18:50.0000,-62.99898333,-61.6051341,-62.99894368,-61.60270517,-62.99898333,-61.6051341,1.06048E-07
690,24,1,-92.818138,5.631421,-83.407425,250,125,20040307, 23:19:30.0000,-62.99891667,-61.60026744,-62.9989,-61.59785077,-62.99891667,-61.60026744,1.30655E-07
690,25,1,-93.226983,5.125468,-83.683169,250,125,20040307, 23:20:30.0000,-62.99886667,-61.5954341,-62.99878333,-61.59056744,-62.99882744,-61.59301154,1.18916E-07
690,26,1,-94.057973,4.232866,-84.987238,250,125,20040307, 23:21:10.0000,-62.99875,-61.58814487,-62.99871667,-61.58571154,-62.99875,-61.58814487,9.82071E-08
690,27,1,-95.010366,3.399345,-82.438604,250,125,20040307, 23:21:50.0000,-62.99867701,-61.58325517,-62.99863333,-61.58084577,-62.99867701,-61.58325517,7.88685E-08
690,28,1,-94.32305,3.982235,-83.138942,250,125,20040307, 23:22:30.0000,-62.9986,-61.57841154,-62.99856667,-61.57597184,-62.9986,-61.57841154,9.23921E-08
690,29,1,-92.529321,6.018659,-80.752796,250,125,20040307, 23:23:10.0000,-62.99853333,-61.57356154,-62.9985,-61.57115077,-62.99853333,-61.57356154,1.39639E-07
690,30,1,-90.943395,8.671462,-79.359632,250,125,20040307, 23:23:50.0000,-62.99846667,-61.56871744,-62.9984441,-61.56629487,-62.99846667,-61.56871744,2.01187E-07
690,31,1,-89.862646,11.121599,-78.448112,250,125,20040307, 23:24:30.0000,-62.99841667,-61.56386744,-62.99838333,-61.56145517,-62.99841667,-61.56386744,2.58033E-07
690,32,1,-90.784959,8.993649,-79.312559,250,125,20040307, 23:25:10.0000,-62.99836077,-61.5590341,-62.99835,-61.55661154,-62.99836077,-61.5590341,2.08662E-07
690,33,1,-91.246544,8.086813,-80.316558,250,125,20040307, 23:25:50.0000,-62.99831667,-61.55417821,-62.99832256,-61.55175077,-62.99831667,-61.55417821,1.87623E-07
