Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
675,40,1,-83.661973,46.634957,-67.971717,251.43,125.715,20030131, 18:55:10.0000,-62.32818992,-58.27474183,-62.32818992,-58.27474183,-62.32818992,-58.27474183,1.08198E-06
675,41,1,-102.119488,0.665212,-87.478549,251.43,125.715,20030131, 18:55:30.0000,-62.32876513,-58.27693667,-62.3293495,-58.27915672,-62.32876513,-58.27693667,1.54336E-08
675,42,1,-102.273408,0.642049,-87.709041,251.43,125.715,20030131, 18:56:10.0000,-62.3299495,-58.28139003,-62.33056537,-58.28362079,-62.3299495,-58.28139003,1.48962E-08
675,43,1,-97.973353,1.728119,-84.741987,251.43,125.715,20030131, 18:56:50.0000,-62.33116529,-58.2858372,-62.33176537,-58.28805413,-62.33116529,-58.2858372,4.00942E-08
675,44,1,-107.752394,0.181832,-94.67024,251.43,125.715,20030131, 18:57:30.0000,-62.33234705,-58.29024876,-62.33293196,-58.29251186,-62.33234705,-58.29024876,4.21869E-09
675,45,1,-107.016355,0.215414,-94.111158,251.43,125.715,20030131, 18:58:10.0000,-62.33350625,-58.29475694,-62.33410808,-58.29692392,-62.33350625,-58.29475694,4.99783E-09
675,46,1,-99.545498,1.203259,-81.848287,251.43,125.715,20030131, 18:58:50.0000,-62.33470748,-58.29914602,-62.33530683,-58.30140967,-62.33470748,-58.29914602,2.79169E-08
675,47,1,-100.549998,0.954793,-85.311802,251.43,125.715,20030131, 18:59:30.0000,-62.33590808,-58.30362392,-62.33652475,-58.30584058,-62.33590808,-58.30362392,2.21522E-08
675,48,1,-104.52586,0.382228,-88.565463,251.43,125.715,20030131, 19:00:10.0000,-62.33710604,-58.30799839,-62.33710604,-58.30799839,-62.33710604,-58.30799839,8.86811E-09
675,49,1,-103.657407,0.46684,-85.732103,251.43,125.715,20030131, 19:00:30.0000,-62.33771341,-58.31018107,-62.33831633,-58.31239058,-62.33771341,-58.31018107,1.08312E-08
675,50,1,-102.632998,0.591029,-85.822022,251.43,125.715,20030131, 19:01:10.0000,-62.338883,-58.31455725,-62.33943877,-58.31669579,-62.338883,-58.31455725,1.37125E-08
675,51,1,-104.338713,0.399059,-86.396118,251.43,125.715,20030131, 19:01:50.0000,-62.33999077,-58.31888778,-62.34055636,-58.32110744,-62.33999077,-58.31888778,9.25861E-09
675,52,1,-110.768826,0.090788,-92.228967,251.43,125.715,20030131, 19:02:30.0000,-62.34114081,-58.32335463,-62.34171547,-58.32553778,-62.34114081,-58.32335463,2.10637E-09
675,53,1,-106.299196,0.254091,-91.033913,251.43,125.715,20030131, 19:03:10.0000,-62.34228236,-58.32775518,-62.34284081,-58.3299713,-62.34228236,-58.32775518,5.89519E-09
675,54,1,-108.066653,0.169139,-91.034333,251.43,125.715,20030131, 19:03:50.0000,-62.3433988,-58.33218778,-62.34394886,-58.33439602,-62.3433988,-58.33218778,3.92421E-09
675,55,1,-106.264313,0.25614,-91.27118,251.43,125.715,20030131, 19:04:30.0000,-62.34450748,-58.33658797,-62.345083,-58.33877392,-62.34450748,-58.33658797,5.94273E-09
675,56,1,-103.771745,0.45471,-85.762334,251.43,125.715,20030131, 19:05:10.0000,-62.34567415,-58.34095463,-62.34624967,-58.34314058,-62.34567415,-58.34095463,1.05498E-08
675,57,1,-114.72837,0.036481,-98.1681,251.43,125.715,20030131, 19:05:50.0000,-62.34681281,-58.34529579,-62.34736133,-58.34745767,-62.34681281,-58.34529579,8.4641E-10
675,58,1,-113.169577,0.052234,-98.14343,251.43,125.715,20030131, 19:06:30.0000,-62.34791617,-58.34964005,-62.34848283,-58.3518067,-62.34791617,-58.34964005,1.21188E-09
675,59,1,-105.842839,0.282244,-91.567572,251.43,125.715,20030131, 19:07:10.0000,-62.34904142,-58.35395725,-62.34959081,-58.3561213,-62.34904142,-58.35395725,6.54837E-09
675,60,1,-99.736388,1.151516,-85.327002,251.43,125.715,20030131, 19:07:50.0000,-62.35015748,-58.35828797,-62.35071467,-58.3604185,-62.35015748,-58.35828797,2.67164E-08
675,61,1,-104.294852,0.40311,-89.6978,251.43,125.715,20030131, 19:08:30.0000,-62.35129017,-58.36252733,-62.35189017,-58.364644,-62.35129017,-58.36252733,9.35259E-09
675,62,1,-77.677926,184.976388,-61.832909,251.43,125.715,20030131, 19:09:10.0000,-62.35248133,-58.3667685,-62.35248133,-58.3667685,-62.35248133,-58.3667685,4.29165E-06
675,63,1,-99.06721,1.343346,-86.214808,251.43,125.715,20030131, 19:09:30.0000,-62.35308969,-58.36887543,-62.35369077,-58.37098778,-62.35308969,-58.36887543,3.11671E-08
675,64,1,-106.112078,0.265278,-91.797978,251.43,125.715,20030131, 19:10:10.0000,-62.3542741,-58.37308778,-62.35485821,-58.37520779,-62.3542741,-58.37308778,6.15473E-09
675,65,1,-108.750173,0.144508,-94.604774,251.43,125.715,20030131, 19:10:50.0000,-62.35546547,-58.37733778,-62.35604081,-58.3794713,-62.35546547,-58.37733778,3.35274E-09
675,66,1,-106.155994,0.262609,-92.917208,251.43,125.715,20030131, 19:11:30.0000,-62.35661406,-58.3815755,-62.35719736,-58.38369977,-62.35661406,-58.3815755,6.09281E-09
675,67,1,-104.525327,0.382275,-91.067473,251.43,125.715,20030131, 19:12:10.0000,-62.35778214,-58.38582111,-62.35834967,-58.38796567,-62.35778214,-58.38582111,8.8692E-09
675,68,1,-103.297328,0.507196,-89.256689,251.43,125.715,20030131, 19:12:50.0000,-62.35888274,-58.39015444,-62.35932225,-58.39242051,-62.35888274,-58.39015444,1.17675E-08
675,69,1,-103.046598,0.53734,-89.176373,251.43,125.715,20030131, 19:13:30.0000,-62.35976407,-58.39473183,-62.3601735,-58.397043,-62.35976407,-58.39473183,1.24669E-08
675,70,1,-104.024699,0.428982,-88.16121,251.43,125.715,20030131, 19:14:10.0000,-62.36058083,-58.39934917,-62.36098915,-58.40167161,-62.36058083,-58.39934917,9.95284E-09
675,71,1,-113.686876,0.046368,-99.539168,251.43,125.715,20030131, 19:14:50.0000,-62.36141523,-58.40398235,-62.36183166,-58.40628828,-62.36141523,-58.40398235,1.0758E-09
675,72,1,-100.009537,1.081322,-84.122503,251.43,125.715,20030131, 19:15:30.0000,-62.36225458,-58.40859917,-62.36269833,-58.41092161,-62.36225458,-58.40859917,2.50879E-08
675,73,1,-98.986048,1.368687,-83.529543,251.43,125.715,20030131, 19:16:10.0000,-62.3631475,-58.41321583,-62.36358992,-58.41552519,-62.3631475,-58.41321583,3.1755E-08
675,74,1,-106.741107,0.229508,-92.548848,251.43,125.715,20030131, 19:16:50.0000,-62.36402297,-58.41784054,-62.36444948,-58.42014639,-62.36402297,-58.41784054,5.32484E-09
675,75,1,-90.074706,10.652175,-70.514825,251.43,125.715,20030131, 19:17:30.0000,-62.36485659,-58.42240853,-62.36529094,-58.42468851,-62.36485659,-58.42240853,2.47142E-07
675,76,1,-103.436373,0.491215,-90.251446,251.43,125.715,20030131, 19:18:10.0000,-62.36573333,-58.42696667,-62.36617313,-58.42925794,-62.36573333,-58.42696667,1.13967E-08
