Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
679,20,1,-82.787164,56.717293,-72.488732,250,125,20020130, 07:40:50.0000,-62.15977214,-59.45238752,-62.16001122,-59.45508976,-62.15977214,-59.45238752,1.3159E-06
679,21,1,-79.661077,116.499534,-71.531373,250,125,20020130, 07:41:30.0000,-62.16032789,-59.45782309,-62.16032789,-59.45782309,-62.16032789,-59.45782309,2.70291E-06
679,22,1,-81.539451,75.593894,-73.925932,250,125,20020130, 07:41:50.0000,-62.16067806,-59.46055779,-62.16104342,-59.46331906,-62.16067806,-59.46055779,1.75386E-06
679,23,1,-81.267208,80.484284,-73.786202,250,125,20020130, 07:42:30.0000,-62.16141659,-59.46612733,-62.16179404,-59.468919,-62.16141659,-59.46612733,1.86732E-06
679,24,1,-82.346002,62.781492,-75.614537,250,125,20020130, 07:43:10.0000,-62.16218392,-59.47170867,-62.16218392,-59.47170867,-62.16218392,-59.47170867,1.4566E-06
679,25,1,-80.976911,86.047995,-72.931869,250,125,20020130, 07:43:30.0000,-62.16260016,-59.47450642,-62.16302761,-59.47727085,-62.16260016,-59.47450642,1.99641E-06
679,26,1,-79.762188,113.818559,-70.790775,250,125,20020130, 07:44:10.0000,-62.16346094,-59.48005419,-62.16389427,-59.48282085,-62.16346094,-59.48005419,2.64071E-06
679,27,1,-80.492306,96.205787,-70.91273,250,125,20020130, 07:44:50.0000,-62.16431641,-59.48560966,-62.16431641,-59.48560966,-62.16431641,-59.48560966,2.23208E-06
679,28,1,-82.928151,54.905617,-71.682783,250,125,20020130, 07:45:10.0000,-62.1647615,-59.48841442,-62.1651831,-59.4911931,-62.1647615,-59.48841442,1.27387E-06
679,29,1,-86.978154,21.608095,-76.564227,250,125,20020130, 07:45:50.0000,-62.16559846,-59.49400239,-62.16559846,-59.49400239,-62.16559846,-59.49400239,5.01331E-07
679,30,1,-90.474125,9.660938,-78.113505,250,125,20020130, 07:46:10.0000,-62.166044,-59.496824,-62.16648244,-59.49962273,-62.166044,-59.496824,2.24144E-07
679,31,1,-94.557065,3.773335,-82.480252,250,125,20020130, 07:46:50.0000,-62.16692707,-59.50242179,-62.16738228,-59.50519992,-62.16692707,-59.50242179,8.75454E-08
679,32,1,-91.775952,7.15874,-85.914751,250,125,20020130, 07:47:30.0000,-62.16784342,-59.50796402,-62.16784342,-59.50796402,-62.16784342,-59.50796402,1.6609E-07
679,33,1,-96.544757,2.38757,-87.072776,250,125,20020130, 07:47:50.0000,-62.16829342,-59.51069735,-62.16874933,-59.513452,-62.16829342,-59.51069735,5.53942E-08
