Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
697,1,1,-82.940513,54.578419,-67.582257,249.218559,124.702272,20060209, 06:43:50.0000,999,999,-62.16299833,-61.47408167,-62.162165,-61.473432,1.26628E-06
697,2,1,-86.665474,23.148603,-74.426443,249.218559,124.702272,20060209, 06:44:50.0000,-62.16384837,-61.4747317,-62.16549837,-61.47608203,-62.16466504,-61.47539902,5.37073E-07
697,3,1,-83.212396,51.266376,-68.126304,249.218559,124.702272,20060209, 06:45:30.0000,-62.16631502,-61.47673202,-62.16716502,-61.47741502,-62.16631502,-61.47673202,1.18944E-06
697,4,1,-83.140377,52.123617,-68.011161,249.218559,124.702272,20060209, 06:46:30.0000,-62.16799835,-61.47811535,-62.16968167,-61.47954867,-62.16884835,-61.47881568,1.20932E-06
697,5,1,-82.216178,64.484369,-68.759753,249.218559,124.702272,20060209, 06:47:10.0000,-62.17058167,-61.48026567,-62.17144801,-61.48099834,-62.17058167,-61.48026567,1.49611E-06
697,6,1,-85.366497,31.219257,-76.651923,249.218559,124.702272,20060209, 06:48:10.0000,-62.17233167,-61.48171467,-62.17411467,-61.48309867,-62.17321467,-61.48239867,7.2432E-07
697,7,1,-83.479621,48.207003,-70.551829,249.218559,124.702272,20060209, 06:48:50.0000,-62.17498167,-61.48381534,-62.17586423,-61.48453138,-62.17498167,-61.48381534,1.11845E-06
697,8,1,-82.740946,57.144922,-71.795405,249.218559,124.702272,20060209, 06:49:30.0000,-62.17676374,-61.48526472,-62.17766374,-61.4860309,-62.17676374,-61.48526472,1.32582E-06
697,9,1,-80.871326,87.890033,-62.363402,249.218559,124.702272,20060209, 06:50:30.0000,-62.1785309,-61.48674805,-62.18033333,-61.48813333,-62.17944828,-61.48744828,2.03914E-06
697,10,1,-84.651377,36.807348,-72.29117,249.218559,124.702272,20060209, 06:51:10.0000,-62.18125,-61.4889,-62.18216667,-61.48965,-62.18125,-61.4889,8.5397E-07
697,11,1,-84.77914,35.740304,-75.504839,249.218559,124.702272,20060209, 06:51:50.0000,-62.18308258,-61.49043273,-62.18398243,-61.49119925,-62.18308258,-61.49043273,8.29214E-07
697,12,1,-85.674045,29.084912,-75.968442,249.218559,124.702272,20060209, 06:52:30.0000,-62.1848991,-61.4918994,-62.18579925,-61.49264925,-62.1848991,-61.4918994,6.74801E-07
697,13,1,-87.128922,20.805588,-77.376009,249.218559,124.702272,20060209, 06:53:30.0000,-62.18671576,-61.49334925,-62.1885491,-61.4947994,-62.18761591,-61.4940991,4.82712E-07
697,14,1,-86.425018,24.466422,-74.9443,249.218559,124.702272,20060209, 06:54:10.0000,-62.18946591,-61.49551606,-62.19036575,-61.49626606,-62.18946591,-61.49551606,5.67647E-07
697,15,1,-87.268884,20.145765,-74.971771,249.218559,124.702272,20060209, 06:54:50.0000,-62.19128257,-61.49698272,-62.19221575,-61.49768272,-62.19128257,-61.49698272,4.67403E-07
697,16,1,-88.851884,13.99213,-81.225951,249.218559,124.702272,20060209, 06:55:50.0000,-62.19314909,-61.49841591,-62.19493257,-61.49986606,-62.19403257,-61.49914924,3.24633E-07
