Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
691,29,1,-100.749738,0.906688,-89.163684,250,125,20040310, 00:24:30.0000,-62.37403658,-58.60152858,-62.37480325,-58.60506192,-62.37441883,-58.60329417,2.10362E-08
691,30,1,-99.508952,1.206526,-89.448799,250,125,20040310, 00:25:10.0000,-62.37521992,-58.60679525,-62.3756866,-58.60851089,-62.37521992,-58.60679525,2.79927E-08
691,31,1,-98.970628,1.365743,-86.330573,250,125,20040310, 00:25:50.0000,-62.37617017,-58.61016167,-62.37665327,-58.61182755,-62.37617017,-58.61016167,3.16867E-08
691,32,1,-98.012812,1.702749,-86.556608,250,125,20040310, 00:26:50.0000,-62.3771355,-58.6135275,-62.37806993,-58.61691089,-62.37760216,-58.61521078,3.95056E-08
691,33,1,-96.338643,2.503615,-86.693591,250,125,20040310, 00:27:30.0000,-62.3785355,-58.61859525,-62.37900323,-58.62031186,-62.3785355,-58.61859525,5.80866E-08
691,34,1,-96.02863,2.688864,-85.045193,250,125,20040310, 00:28:30.0000,-62.37945302,-58.62204338,-62.38040216,-58.62546078,-62.3799355,-58.62376083,6.23845E-08
691,35,1,-96.006602,2.702537,-86.935613,250,125,20040310, 00:29:10.0000,-62.38087017,-58.62717833,-62.38135325,-58.6288775,-62.38087017,-58.62717833,6.27018E-08
691,36,1,-96.563452,2.377315,-84.176395,250,125,20040310, 00:30:10.0000,-62.3818355,-58.6305775,-62.38276992,-58.63399417,-62.38230325,-58.6322775,5.51563E-08
691,37,1,-98.232866,1.618621,-86.876336,250,125,20040310, 00:30:50.0000,-62.38325323,-58.63569519,-62.38371992,-58.63741192,-62.38325323,-58.63569519,3.75538E-08
691,38,1,-98.072451,1.679526,-87.239351,250,125,20040310, 00:31:30.0000,-62.3841866,-58.63914422,-62.38466882,-58.64086078,-62.3841866,-58.63914422,3.89668E-08
691,39,1,-99.537794,1.19854,-88.269231,250,125,20040310, 00:32:30.0000,-62.38513658,-58.6425775,-62.386188,-58.64579383,-62.38563769,-58.64421089,2.78074E-08
691,40,1,-98.213273,1.62594,-87.530599,250,125,20040310, 00:33:10.0000,-62.386738,-58.64737717,-62.38727017,-58.64896167,-62.386738,-58.64737717,3.77236E-08
691,41,1,-98.082371,1.675694,-87.11709,250,125,20040310, 00:34:10.0000,-62.38782013,-58.65057822,-62.38888798,-58.65379378,-62.38835325,-58.65216083,3.88779E-08
691,42,1,-87.897471,17.48577,-73.56178,250,125,20040310, 00:34:50.0000,-62.38943682,-58.65541045,-62.38998658,-58.65699417,-62.38943682,-58.65541045,4.05689E-07
691,43,1,-96.576243,2.370323,-83.039344,250,125,20040310, 00:35:50.0000,-62.39051993,-58.65859422,-62.39160327,-58.66177755,-62.39107015,-58.66017828,5.49941E-08
691,44,1,-87.759102,18.051847,-75.655516,250,125,20040310, 00:36:30.0000,-62.39215325,-58.66336083,-62.39268767,-58.66497642,-62.39215325,-58.66336083,4.18822E-07
691,45,1,-84.35177,39.55987,-71.285132,250,125,20040310, 00:37:10.0000,-62.3932366,-58.66654422,-62.39378767,-58.66814417,-62.3932366,-58.66654422,9.17832E-07
691,46,1,-81.132414,83.021472,-66.815183,250,125,20040310, 00:38:10.0000,-62.39433657,-58.66972745,-62.39543658,-58.67292642,-62.39488658,-58.67130975,1.92619E-06
691,47,1,-83.382286,49.454206,-72.453974,250,125,20040310, 00:38:50.0000,-62.39600325,-58.67450975,-62.39655325,-58.67609417,-62.39600325,-58.67450975,1.14739E-06
691,48,1,-75.209547,324.696145,-56.899441,250,125,20040310, 00:39:50.0000,-62.39710325,-58.67770975,-62.39820325,-58.6808775,-62.39765325,-58.67930975,7.5333E-06
691,49,1,-83.751735,45.421172,-71.627537,250,125,20040310, 00:40:30.0000,-62.39876992,-58.68244417,-62.39932015,-58.68402828,-62.39876992,-58.68244417,1.05382E-06
691,50,1,-89.355688,12.49865,-75.356614,250,125,20040310, 00:41:30.0000,-62.39988658,-58.68561083,-62.400971,-58.6887775,-62.400421,-58.68719417,2.89982E-07
691,51,1,-93.363459,4.966906,-80.38,250,125,20040310, 00:42:10.0000,-62.40152102,-58.69036089,-62.40208798,-58.69196161,-62.40152102,-58.69036089,1.15238E-07
691,52,1,-96.914397,2.192765,-83.364048,250,125,20040310, 00:42:50.0000,-62.40263798,-58.69357711,-62.4031866,-58.69516089,-62.40263798,-58.69357711,5.08745E-08
691,53,1,-89.401631,12.367124,-73.325613,250,125,20040310, 00:43:50.0000,-62.40373683,-58.6967605,-62.40482102,-58.69992647,-62.40428682,-58.69834378,2.86931E-07
691,54,1,-91.810195,7.102517,-78.183758,250,125,20040310, 00:44:30.0000,-62.405371,-58.70151083,-62.405921,-58.70309308,-62.405371,-58.70151083,1.64786E-07
691,55,1,-93.641216,4.659188,-79.577492,250,125,20040310, 00:45:30.0000,-62.40648685,-58.70467722,-62.40760348,-58.70784494,-62.407038,-58.7062605,1.08098E-07
691,56,1,-81.053781,84.538348,-65.449778,250,125,20040310, 00:46:10.0000,-62.40815436,-58.70946089,-62.40872017,-58.71106167,-62.40815436,-58.70946089,1.96138E-06
691,57,1,-101.660969,0.735081,-89.166761,250,125,20040310, 00:47:10.0000,-62.40927131,-58.71266161,-62.41038683,-58.71587833,-62.40981992,-58.7142775,1.70547E-08
691,58,1,-102.200122,0.649261,-86.885752,250,125,20040310, 00:47:50.0000,-62.41093682,-58.71747828,-62.41147102,-58.71909422,-62.41093682,-58.71747828,1.50636E-08
691,59,1,-103.359943,0.497093,-90.820715,250,125,20040310, 00:48:30.0000,-62.41203683,-58.7207105,-62.41258682,-58.72231045,-62.41203683,-58.7207105,1.15331E-08
691,60,1,-98.336127,1.58059,-82.053761,250,125,20040310, 00:49:30.0000,-62.4131366,-58.72389422,-62.41423682,-58.72709378,-62.41368683,-58.72549383,3.66714E-08
691,61,1,-97.003208,2.148379,-85.105768,250,125,20040310, 00:50:10.0000,-62.41476992,-58.72870975,-62.41530467,-58.73031167,-62.41476992,-58.72870975,4.98447E-08
691,62,1,-94.130031,4.163214,-77.295518,250,125,20040310, 00:51:10.0000,-62.41585325,-58.7319275,-62.416938,-58.73514383,-62.4163866,-58.73354313,9.6591E-08
