Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
677,1,1,-93.632744,4.694989,-83.908257,251.43,125.715,20030113, 03:34:30.0000,-62.41100547,-60.72210771,-62.41015583,-60.7213225,-62.41100547,-60.72210771,1.08929E-07
677,2,1,-97.954914,1.735472,-87.157706,251.43,125.715,20030113, 03:35:30.0000,-62.40932467,-60.72052467,-62.40760583,-60.7189725,-62.4084725,-60.71975583,4.02648E-08
677,3,1,-102.226654,0.648998,-87.175155,251.43,125.715,20030113, 03:36:10.0000,-62.40675556,-60.71815556,-62.40585407,-60.7173374,-62.40675556,-60.71815556,1.50575E-08
677,4,1,-103.2315,0.514943,-89.050883,251.43,125.715,20030113, 03:36:50.0000,-62.40496783,-60.71648708,-62.40405583,-60.71565583,-62.40496783,-60.71648708,1.19472E-08
677,5,1,-113.702814,0.046198,-100.898653,251.43,125.715,20030113, 03:37:50.0000,-62.40315367,-60.7148225,-62.40128488,-60.71310154,-62.40222033,-60.713958,1.07185E-09
677,6,1,-113.836192,0.044801,-100.415108,251.43,125.715,20030113, 03:38:30.0000,-62.4003225,-60.71225583,-62.399387,-60.71138917,-62.4003225,-60.71225583,1.03944E-09
677,7,1,-103.122759,0.527999,-91.119126,251.43,125.715,20030113, 03:39:10.0000,-62.39842033,-60.71053917,-62.39747033,-60.70965583,-62.39842033,-60.71053917,1.22501E-08
677,8,1,-107.779412,0.180704,-93.510718,251.43,125.715,20030113, 03:39:50.0000,-62.3965225,-60.70878917,-62.39557033,-60.70795367,-62.3965225,-60.70878917,4.19253E-09
677,9,1,-115.077938,0.03366,-102.847913,251.43,125.715,20030113, 03:40:30.0000,-62.39460367,-60.70708917,-62.39365367,-60.70622033,-62.39460367,-60.70708917,7.8095E-10
677,10,1,-104.199131,0.412094,-92.799686,251.43,125.715,20030113, 03:41:10.0000,-62.39272033,-60.70535583,-62.39175367,-60.7044725,-62.39272033,-60.70535583,9.56101E-09
677,11,1,-99.514886,1.21177,-87.695834,251.43,125.715,20030113, 03:42:10.0000,-62.39078917,-60.70360367,-62.38887033,-60.70183917,-62.389837,-60.70268917,2.81144E-08
677,12,1,-100.622306,0.939028,-85.861433,251.43,125.715,20030113, 03:42:50.0000,-62.38790367,-60.70097033,-62.38695367,-60.70005583,-62.38790367,-60.70097033,2.17865E-08
677,13,1,-88.583704,15.015454,-72.914575,251.43,125.715,20030113, 03:43:30.0000,-62.385987,-60.6992225,-62.38502033,-60.6983225,-62.385987,-60.6992225,3.48375E-07
677,14,1,-110.024184,0.107768,-97.469917,251.43,125.715,20030113, 03:44:10.0000,-62.38405367,-60.697437,-62.383087,-60.69655583,-62.38405367,-60.697437,2.50034E-09
677,15,1,-104.232283,0.40896,-91.463573,251.43,125.715,20030113, 03:44:50.0000,-62.38212033,-60.69565367,-62.38117033,-60.69475583,-62.38212033,-60.69565367,9.48831E-09
677,16,1,-76.816318,225.567838,-60.860993,251.43,125.715,20030113, 03:45:30.0000,-62.38020367,-60.69387467,-62.379237,-60.69300583,-62.38020367,-60.69387467,5.23342E-06
677,17,1,-72.378321,626.724675,-56.119757,251.43,125.715,20030113, 03:46:10.0000,-62.37827033,-60.69210583,-62.37730578,-60.69123911,-62.37827033,-60.69210583,1.45407E-05
