Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
687,1,1,-87.656515,18.483335,-76.257164,250,125,20040204, 17:50:50.0000,-60.66306961,-55.77090172,-60.66238627,-55.77234412,-60.66306961,-55.77090172,4.28833E-07
687,2,1,-81.918265,69.279595,-70.767423,250,125,20040204, 17:51:30.0000,-60.66179374,-55.77388407,-60.66140145,-55.77562607,-60.66179374,-55.77388407,1.60736E-06
687,3,1,-85.249467,32.172526,-72.721007,250,125,20040204, 17:52:30.0000,-60.66123333,-55.77741701,-60.66154862,-55.78075976,-60.66127444,-55.77917772,7.46437E-07
687,4,1,-80.565547,94.596962,-70.590865,250,125,20040204, 17:53:10.0000,-60.66198959,-55.78232642,-60.66248959,-55.78390976,-60.66198959,-55.78232642,2.19475E-06
687,5,1,-76.88321,220.85684,-68.122274,250,125,20040204, 17:54:10.0000,-60.66299724,-55.78554309,-60.66395626,-55.78885073,-60.66348959,-55.78719309,5.12412E-06
687,6,1,-75.354902,314.008665,-65.359274,250,125,20040204, 17:54:50.0000,-60.66443959,-55.79059309,-60.66494052,-55.79240415,-60.66443959,-55.79059309,7.28534E-06
687,7,1,-77.158098,207.310837,-68.551207,250,125,20040204, 17:55:30.0000,-60.66543959,-55.7942674,-60.66595615,-55.79606701,-60.66543959,-55.7942674,4.80983E-06
687,8,1,-78.255274,161.029128,-70.578574,250,125,20040204, 17:56:10.0000,-60.66643949,-55.79786701,-60.66695711,-55.79968717,-60.66643949,-55.79786701,3.73605E-06
687,9,1,-82.541449,60.018749,-68.405485,250,125,20040204, 17:57:10.0000,-60.66747282,-55.80141846,-60.66845615,-55.80482607,-60.66797282,-55.80309274,1.3925E-06
687,10,1,-79.520332,120.336849,-68.770765,250,125,20040204, 17:57:50.0000,-60.66895615,-55.8065594,-60.66945615,-55.80831701,-60.66895615,-55.8065594,2.79194E-06
687,11,1,-77.233901,203.723794,-68.114869,250,125,20040204, 17:58:30.0000,-60.66997282,-55.8101094,-60.67050615,-55.81191701,-60.66997282,-55.8101094,4.72661E-06
687,12,1,-87.875548,17.574261,-73.306402,250,125,20040204, 17:59:10.0000,-60.67103949,-55.81369274,-60.67155615,-55.81537607,-60.67103949,-55.81369274,4.07742E-07
687,13,1,-83.070718,53.132475,-72.054255,250,125,20040204, 18:00:10.0000,-60.67208949,-55.8170594,-60.67312389,-55.8205376,-60.67260615,-55.81877607,1.23273E-06
