Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Height_mean,Depth_mean,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,ABC
688,46,1,-97.356631,1.980472,-85.810326,250,125,20040116, 03:16:50.0000,-62.29593916,-58.29146026,-62.29652205,-58.29330863,-62.29593916,-58.29146026,4.59491E-08
688,47,1,-97.306513,2.003459,-83.634231,250,125,20040116, 03:17:30.0000,-62.2971196,-58.29514556,-62.29770215,-58.2969731,-62.2971196,-58.29514556,4.64824E-08
688,48,1,-97.652005,1.850254,-86.195107,250,125,20040116, 03:18:10.0000,-62.29828805,-58.29880618,-62.29888586,-58.30062778,-62.29828805,-58.29880618,4.29279E-08
688,49,1,-96.673317,2.317929,-80.789791,250,125,20040116, 03:19:10.0000,-62.29948407,-58.30243951,-62.30066829,-58.3061253,-62.30006829,-58.30430863,5.37785E-08
688,50,1,-98.043019,1.690947,-85.804135,250,125,20040116, 03:19:50.0000,-62.30125583,-58.3079436,-62.30185073,-58.30977285,-62.30125583,-58.3079436,3.92318E-08
688,51,1,-91.053243,8.454882,-74.555637,250,125,20040116, 03:20:30.0000,-62.30243613,-58.31161184,-62.30303555,-58.31343054,-62.30243613,-58.31161184,1.96162E-07
688,52,1,-89.295627,12.6727,-73.77681,250,125,20040116, 03:21:10.0000,-62.3036225,-58.3152436,-62.30420162,-58.31705863,-62.3036225,-58.3152436,2.9402E-07
688,53,1,-100.839434,0.888154,-90.162288,250,125,20040116, 03:21:50.0000,-62.3047725,-58.31893998,-62.30532273,-58.32082778,-62.3047725,-58.31893998,2.06061E-08
688,54,1,-96.699562,2.303964,-83.221834,250,125,20040116, 03:22:30.0000,-62.30590162,-58.32265863,-62.30645583,-58.3244936,-62.30590162,-58.32265863,5.34545E-08
688,55,1,-91.455395,7.707124,-75.545046,250,125,20040116, 03:23:30.0000,-62.30703407,-58.32635618,-62.30815489,-58.33004014,-62.30760279,-58.32821184,1.78814E-07
688,56,1,-85.986644,27.14985,-69.117993,250,125,20040116, 03:24:10.0000,-62.30870472,-58.33188951,-62.30925626,-58.33376184,-62.30870472,-58.33188951,6.29906E-07
688,57,1,-97.081152,2.110166,-83.471059,250,125,20040116, 03:24:50.0000,-62.30980583,-58.33562693,-62.31036829,-58.33745863,-62.30980583,-58.33562693,4.89581E-08
688,58,1,-91.641927,7.383107,-76.256454,250,125,20040116, 03:25:30.0000,-62.31090642,-58.33931242,-62.31145583,-58.34116026,-62.31090642,-58.33931242,1.71296E-07
688,59,1,-80.603438,93.775203,-64.437085,250,125,20040116, 03:26:10.0000,-62.31198872,-58.3430253,-62.31255162,-58.34485863,-62.31198872,-58.3430253,2.17569E-06
688,60,1,-89.437672,12.264918,-72.205744,250,125,20040116, 03:26:50.0000,-62.31310583,-58.34671026,-62.31365472,-58.3485522,-62.31310583,-58.34671026,2.84559E-07
688,61,1,-87.438162,19.436391,-70.845298,250,125,20040116, 03:27:50.0000,-62.31420626,-58.35042851,-62.31533407,-58.35413951,-62.31477138,-58.35227285,4.50945E-07
688,62,1,-90.994223,8.570566,-78.342658,250,125,20040116, 03:28:30.0000,-62.31587138,-58.35603553,-62.31643407,-58.35790618,-62.31587138,-58.35603553,1.98846E-07
688,63,1,-92.349254,6.273449,-80.732651,250,125,20040116, 03:29:10.0000,-62.31697138,-58.35973951,-62.31751946,-58.36157851,-62.31697138,-58.35973951,1.45551E-07
688,64,1,-91.335986,7.921971,-77.086556,250,125,20040116, 03:29:50.0000,-62.31805588,-58.3634402,-62.31861837,-58.3653051,-62.31805588,-58.3634402,1.83798E-07
688,65,1,-93.894981,4.394746,-83.241553,250,125,20040116, 03:30:30.0000,-62.31918878,-58.36717177,-62.31973902,-58.36904309,-62.31918878,-58.36717177,1.01963E-07
688,66,1,-93.928458,4.361,-82.760064,250,125,20040116, 03:31:30.0000,-62.32030544,-58.37089218,-62.32143555,-58.37457693,-62.32086837,-58.37274218,1.0118E-07
688,67,1,-90.853034,8.853774,-77.379621,250,125,20040116, 03:32:10.0000,-62.3219725,-58.37642693,-62.32253503,-58.37828844,-62.3219725,-58.37642693,2.05417E-07
