Region_ID,Region_name,Region_class,Process_ID,Sv_mean,Sv_max,Height_mean,Depth_mean,Ping_M,Dist_M,Date_S,Time_S,Date_E,Time_E,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,Program_version,EV_filename,Uncorrected_length,Uncorrected_thickness,Uncorrected_perimeter,Uncorrected_area,Standard_deviation,Corrected_length,Corrected_thickness,Corrected_perimeter,Corrected_area,Horizontal_roughness_coefficient,Vertical_roughness_coefficient,ABC,Area_Backscatter_Strength,Thickness_mean,Frequency,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
5815,"Region 5815","Krill Schools 120",715,-71.024044,-62.198493,4.274744,16.125024,1240,3804.174791,20231128, 22:32:53.0011,20231128, 22:33:41.0011,20231128, 22:33:17.0012,-63.01739193,-62.16035439,-63.01740084,-62.16012613,-63.01739333,-62.16028332,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",14.532638,6.896050,42.500903,57.682665,0.00000012029566,-9999.000000,6.146050,-9999.000000,-9999.000000,0.00000049574094,0.00000014919780,0.00000033768032,-64.7149425441,4.274744,120.000000,16.195143,1.518346,0.867925,10.137543,0.098643
5816,"Region 5816","Krill Schools 120",715,-57.456529,-46.134120,7.299328,31.112101,1836,4971.688885,20231128, 23:56:07.0011,20231128, 23:56:55.0011,20231128, 23:56:31.0011,-63.02074866,-62.13924176,-63.02075861,-62.13906749,-63.02075379,-62.13915189,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",10.018613,13.429150,46.844029,73.690599,0.00000371235763,-9999.000000,12.679150,-9999.000000,-9999.000000,0.00001165817855,0.00000476371966,0.00001311082244,-48.8237006418,7.299328,120.000000,32.936471,7.092265,1.000000,12.517554,0.079888
5817,"Region 5817","Krill Schools 120",715,-50.983617,-36.966229,4.101335,163.984878,1892,5033.934160,20231129, 00:01:43.0011,20231129, 00:02:37.0011,20231129, 00:02:07.0011,-63.02081839,-62.13802063,-63.02082956,-62.13782503,-63.02082343,-62.13793224,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",11.109508,13.066200,52.811317,45.557981,0.00002525920796,-9999.000000,12.316200,-9999.000000,-9999.000000,0.00021669372863,0.00007352703187,0.00003270118936,-44.8543645148,4.101335,120.000000,162.058585,6.392500,1.000000,3.746457,0.266919
5818,"Region 5818","Krill Schools 120",715,-57.780519,-45.418688,21.797164,40.939932,2262,5430.820532,20231129, 00:52:06.0010,20231129, 00:53:48.0011,20231129, 00:52:54.0011,-63.02134056,-62.13063208,-63.02141156,-62.13039840,-63.02137612,-62.13050667,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",15.052792,39.561550,113.510398,322.633790,0.00000268913000,-9999.000000,38.811550,-9999.000000,-9999.000000,0.00000800207661,0.00000328049769,0.00003633691571,-44.3965193859,21.797164,120.000000,40.429043,58.521065,1.000000,108.994489,0.009175
5819,"Region 5819","Krill Schools 120",715,-70.990083,-60.643118,3.193960,72.941952,8906,14558.319140,20231129, 12:58:53.0011,20231129, 12:59:17.0011,20231129, 12:59:05.0011,-63.03755603,-61.98311959,-63.03759266,-61.98295662,-63.03757443,-61.98303774,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",11.488867,3.629500,30.232498,36.696212,0.00000015521108,-9999.000000,2.879500,-9999.000000,-9999.000000,0.00000098893558,0.00000031458103,0.00000025428528,-65.9467878414,3.193960,120.000000,72.937305,0.610258,1.000000,3.387518,0.295201
5820,"Region 5820","Krill Schools 120",715,-68.502118,-60.268024,2.177700,87.032385,8905,14555.999238,20231129, 12:58:53.0011,20231129, 12:59:11.0011,20231129, 12:58:59.0011,-63.03755603,-61.98311959,-63.03758253,-61.98300167,-63.03756519,-61.98307882,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",9.202382,2.540650,23.241072,19.952186,0.00000023132981,-9999.000000,1.790650,-9999.000000,-9999.000000,0.00000006774093,0.00000037713074,0.00000030745833,-65.1221372999,2.177700,120.000000,86.875963,0.229651,1.000000,2.438099,0.410156
5821,"Region 5821","Krill Schools 120",715,-74.938747,-67.544663,3.448025,36.103974,10427,18011.376072,20231129, 15:30:59.0011,20231129, 15:31:29.0011,20231129, 15:31:11.0011,-63.05130156,-61.92195636,-63.05134724,-61.92175306,-63.05131978,-61.92187527,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",51.490467,4.718350,74.693556,170.519242,0.00000003704410,-9999.000000,3.968350,-9999.000000,-9999.000000,0.00000006312308,0.00000005473893,0.00000011058488,-69.5630425770,3.448025,120.000000,36.032424,0.987328,0.947368,8.486781,0.117830
5822,"Region 5822","Krill Schools 120",715,-71.633296,-62.069885,6.170150,56.095346,13100,26359.098139,20231129, 20:41:05.0011,20231129, 20:41:23.0011,20231129, 20:41:11.0011,-63.08604333,-61.77877755,-63.08602724,-61.77864185,-63.08602833,-61.77873785,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",9.997488,8.347850,46.729508,63.199022,0.00000013285318,-9999.000000,7.597850,-9999.000000,-9999.000000,0.00000053054432,0.00000019870190,0.00000042360988,-63.7303392091,6.170150,120.000000,54.683524,3.097710,0.735294,3.886233,0.257319
5823,"Region 5823","Krill Schools 120",715,-75.607803,-69.912080,2.177700,69.988858,13100,26359.098139,20231129, 20:41:05.0011,20231129, 20:41:17.0011,20231129, 20:41:11.0011,-63.08604333,-61.77877755,-63.08603048,-61.77869162,-63.08602833,-61.77873785,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",7.811190,2.177700,19.473595,17.010428,0.00000003565071,-9999.000000,1.427700,-9999.000000,-9999.000000,0.00000015529086,0.00000004309623,0.00000005987117,-72.2278227321,2.177700,120.000000,70.239858,0.348756,0.666667,1.713796,0.583500
5824,"Region 5824","Krill Schools 120",715,-73.073320,-64.684276,4.718350,76.703433,13100,26359.098139,20231129, 20:41:05.0011,20231129, 20:41:17.0011,20231129, 20:41:11.0011,-63.08604333,-61.77877755,-63.08603048,-61.77869162,-63.08602833,-61.77873785,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",7.811190,4.718350,24.554895,36.855927,0.00000008288693,-9999.000000,3.968350,-9999.000000,-9999.000000,0.00000039402629,0.00000014123825,0.00000023251883,-66.3354187001,4.718350,120.000000,76.863310,1.108123,0.666667,2.536603,0.394228
5825,"Region 5825","Krill Schools 120",715,-57.637966,-47.159215,3.024583,55.617490,13122,26385.203745,20231129, 20:42:41.0011,20231129, 20:44:05.0011,20231129, 20:43:23.0011,-63.08610672,-61.77857624,-63.08622476,-61.77858191,-63.08616505,-61.77857904,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",14.032996,4.355400,38.265397,42.442528,0.00000330300700,-9999.000000,3.605400,-9999.000000,-9999.000000,0.00001649810992,0.00000537795177,0.00000521037427,-52.8313107951,3.024583,120.000000,55.418444,0.332530,1.000000,9.763228,0.102425
5826,"Region 5826","Krill Schools 120",715,-57.039711,-42.400375,4.491506,46.249545,13605,27025.481354,20231129, 21:40:22.0011,20231129, 21:43:28.0011,20231129, 21:41:52.0011,-63.08895452,-61.77460255,-63.08901137,-61.77453548,-63.08895268,-61.77448131,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",21.495942,14.155050,78.806890,93.888239,0.00000568055319,-9999.000000,13.405050,-9999.000000,-9999.000000,0.00004267200370,0.00001187831610,0.00000888016318,-50.5157905379,4.491506,120.000000,47.439561,2.689059,0.974747,15.172487,0.065909
5827,"Region 5827","Krill Schools 120",715,-63.384236,-54.688793,2.540650,37.020900,13801,27274.063144,20231129, 22:12:55.0011,20231129, 22:13:43.0011,20231129, 22:13:19.0011,-63.08895714,-61.77191244,-63.08907234,-61.77190054,-63.08901336,-61.77190663,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",14.488800,3.266550,35.512538,36.604995,0.00000087773551,-9999.000000,2.516550,-9999.000000,-9999.000000,0.00000468746370,0.00000128826614,0.00000116552413,-59.3347873249,2.540650,120.000000,37.052394,0.221873,1.000000,4.967943,0.201291
5828,"Region 5828","Krill Schools 120",715,-77.999962,-72.937517,2.056717,339.009533,13949,27513.466178,20231129, 22:27:55.0011,20231129, 22:28:25.0011,20231129, 22:28:07.0011,-63.09112928,-61.77168822,-63.09120294,-61.77168061,-63.09115883,-61.77168516,"15.0.249.0","C:\Work\2023-24 AMLR04\20231128_AMLR04.EV",9.852459,2.903600,25.515277,20.267379,0.00000001429909,-9999.000000,2.153600,-9999.000000,-9999.000000,0.00000001191704,0.00000001334489,0.00000003259705,-74.8682175604,2.056717,120.000000,338.963158,0.512869,1.000000,6.893900,0.145056
