Region_ID,Region_name,Region_class,Process_ID,Sv_mean,Sv_max,Height_mean,Depth_mean,Ping_M,Dist_M,Date_S,Time_S,Date_E,Time_E,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,Program_version,EV_filename,Uncorrected_length,Uncorrected_thickness,Uncorrected_perimeter,Uncorrected_area,Standard_deviation,Corrected_length,Corrected_thickness,Corrected_perimeter,Corrected_area,Horizontal_roughness_coefficient,Vertical_roughness_coefficient,ABC,Area_Backscatter_Strength,Thickness_mean,Frequency,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
5460,"Region 5460","Krill Schools 67",712,-999.000000,-999.000000,3.556910,28.868105,375,2157.906709,20231128, 21:33:41.0011,20231128, 21:34:05.0011,20231128, 21:33:53.0011,-63.01226778,-62.17920540,-63.01227146,-62.17904344,-63.01226964,-62.17912355,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",10.352219,3.992450,28.754853,36.682537,0.00000000000000,-9999.000000,3.242450,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,3.556910,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5461,"Region 5461","Krill Schools 67",712,-53.349419,-43.972345,19.526710,19.515196,549,2539.103409,20231128, 21:56:39.0011,20231128, 21:57:03.0011,20231128, 21:56:51.0010,-63.01300128,-62.17242121,-63.01302970,-62.17234510,-63.01302148,-62.17239685,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",30.980991,19.962250,77.712404,606.454085,0.00000529084820,-9999.000000,19.212250,-9999.000000,-9999.000000,0.00001310988062,0.00000806270040,0.00009029988013,-40.4431282620,19.526710,70.000000,17.846752,19.371451,0.743494,33.885270,0.029511
5462,"Region 5462","Krill Schools 67",712,-72.974328,-64.694002,2.837609,125.077072,5288,10914.122439,20231129, 07:09:51.0011,20231129, 07:10:51.0011,20231129, 07:10:21.0011,-63.04422826,-62.04038151,-63.04421304,-62.04004783,-63.04422078,-62.04021759,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",18.711733,3.992450,45.380681,52.944787,0.00000007456393,-9999.000000,3.242450,-9999.000000,-9999.000000,0.00000027155810,0.00000014805795,0.00000014306050,-68.4448026776,2.837609,70.000000,125.068749,0.580106,0.767442,9.871691,0.101300
5463,"Region 5463","Krill Schools 67",712,-999.000000,-999.000000,1.996225,42.338667,7923,15361.091285,20231129, 11:46:41.0010,20231129, 11:46:59.0011,20231129, 11:46:47.0010,-63.04089412,-61.95398311,-63.04093496,-61.95388652,-63.04090814,-61.95394995,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",9.005642,2.177700,22.283500,17.922829,0.00000000000000,-9999.000000,1.427700,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,1.996225,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5464,"Region 5464","Krill Schools 67",712,-999.000000,-999.000000,1.524390,239.667983,8042,15625.147754,20231129, 11:58:29.0011,20231129, 11:58:53.0011,20231129, 11:58:41.0011,-63.04249506,-61.95019677,-63.04254978,-61.95006736,-63.04252276,-61.95013126,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",11.293972,2.540650,27.566749,17.219736,0.00000000000000,-9999.000000,1.790650,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,1.524390,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5465,"Region 5465","Krill Schools 67",712,-999.000000,-999.000000,3.856344,303.303793,8093,15738.103369,20231129, 12:03:29.0011,20231129, 12:04:11.0011,20231129, 12:03:47.0011,-63.04317454,-61.94858975,-63.04326850,-61.94836753,-63.04321347,-61.94849770,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",17.642764,5.444250,61.458429,67.948321,0.00000000000000,-9999.000000,4.694250,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,3.856344,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5466,"Region 5466","Krill Schools 67",712,-999.000000,-999.000000,1.619315,297.539735,8103,15760.263823,20231129, 12:04:11.0011,20231129, 12:05:23.0011,20231129, 12:04:47.0011,-63.04326850,-61.94836753,-63.04343131,-61.94798248,-63.04334897,-61.94817721,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",28.760214,4.355400,67.030265,46.573986,0.00000000000000,-9999.000000,3.605400,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,1.619315,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5467,"Region 5467","Krill Schools 67",712,-999.000000,-999.000000,1.754258,294.423371,8116,15789.109005,20231129, 12:05:53.0011,20231129, 12:06:23.0010,20231129, 12:06:05.0011,-63.04350018,-61.94781961,-63.04356651,-61.94766272,-63.04352536,-61.94776005,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",13.078043,2.540650,31.236535,23.004521,0.00000000000000,-9999.000000,1.790650,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,1.754258,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5468,"Region 5468","Krill Schools 67",712,-999.000000,-999.000000,1.451800,650.255171,8378,16370.751038,20231129, 12:31:59.0011,20231129, 12:32:41.0011,20231129, 12:32:17.0011,-63.04704076,-61.93944588,-63.04713467,-61.93922377,-63.04708215,-61.93934800,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",17.606954,2.903600,41.018329,25.554186,0.00000000000000,-9999.000000,2.153600,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,1.451800,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5469,"Region 5469","Krill Schools 67",712,-999.000000,-999.000000,4.251700,31.910092,9113,18001.122018,20231129, 13:45:29.0010,20231129, 13:46:05.0010,20231129, 13:45:47.0010,-63.05701437,-61.91585759,-63.05709387,-61.91566957,-63.05705322,-61.91576570,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",15.238130,6.533100,52.377166,64.448109,0.00000000000000,-9999.000000,5.783100,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,4.251700,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5470,"Region 5470","Krill Schools 67",712,-999.000000,-999.000000,1.950856,373.182939,9410,18660.088138,20231129, 14:15:11.0011,20231129, 14:15:53.0011,20231129, 14:15:29.0011,-63.06104251,-61.90633075,-63.06113896,-61.90610266,-63.06108387,-61.90623295,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",18.014778,2.903600,43.274913,35.179603,0.00000000000000,-9999.000000,2.153600,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,1.950856,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5471,"Region 5471","Krill Schools 67",712,-58.744373,-49.494159,17.203830,91.478714,10464,21560.152446,20231129, 16:22:56.0011,20231129, 16:23:20.0011,20231129, 16:23:08.0011,-63.07882276,-61.86455977,-63.07879703,-61.86437385,-63.07880908,-61.86446858,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",13.417514,20.325200,65.793593,234.350838,0.00000188252949,-9999.000000,19.575200,-9999.000000,-9999.000000,0.00000510555353,0.00000265872690,0.00002297141760,-46.3881220307,17.203830,70.000000,93.870955,13.115660,0.734177,21.704568,0.046073
5472,"Region 5472","Krill Schools 67",712,-73.322159,-63.169919,3.427861,72.937293,14476,34382.285271,20231129, 22:35:41.0011,20231129, 22:36:29.0010,20231129, 22:36:05.0010,-63.16163135,-61.69842002,-63.16175508,-61.69861516,-63.16169325,-61.69851765,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",19.106143,5.081300,48.339722,65.824193,0.00000008233568,-9999.000000,4.331300,-9999.000000,-9999.000000,0.00000042882533,0.00000014933119,0.00000015951714,-67.9719264886,3.427861,70.000000,72.747245,0.735393,0.905882,7.536284,0.132691
5473,"Region 5473","Krill Schools 67",712,-999.000000,-999.000000,6.170150,142.460823,15833,37315.907939,20231130, 00:52:14.0011,20231130, 00:55:38.0011,20231130, 00:53:56.0011,-63.18286311,-61.73190525,-63.18339083,-61.73273754,-63.18312543,-61.73231897,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",74.391095,11.614400,252.609381,457.916748,0.00000000000000,-9999.000000,10.864400,-9999.000000,-9999.000000,-9.9e+37,-9.9e+37,0.00000000000000,-9999.0000000000,6.170150,70.000000,-9.9e+37,-9.9e+37,0.000000,-9.9e+37,-9.9e+37
5474,"Region 5474","Krill Schools 67",712,-58.999294,-43.061458,9.632135,167.753035,15849,37350.079502,20231130, 00:53:38.0010,20231130, 00:57:26.0011,20231130, 00:55:32.0011,-63.18308072,-61.73224846,-63.18366932,-61.73317675,-63.18337511,-61.73271275,"15.0.249.0","C:\Work\2023-24 AMLR03\amlr03_20231128.EV",82.706249,17.784550,207.974618,799.332116,0.00000325855363,-9999.000000,17.034550,-9999.000000,-9999.000000,0.00002387951940,0.00000972294458,0.00001212811059,-49.1620685165,9.632135,70.000000,168.943630,11.173353,0.658937,48.277627,0.020714
